Page Number,Virtual Address,Physical Address,Page Fault,Swap,Evicted,Allocated Page Table Entries
0,472,472,0,0,-1,0
0,476,476,0,0,-1,0
0,480,480,0,0,-1,0
0,484,484,0,0,-1,0
0,488,488,0,0,-1,0
0,492,492,0,0,-1,0
0,496,496,0,0,-1,0
0,500,500,0,0,-1,0
0,504,504,0,0,-1,0
0,508,508,0,0,-1,0
0,512,512,0,0,-1,0
0,516,516,0,0,-1,0
0,520,520,0,0,-1,0
0,524,524,0,0,-1,0
0,528,528,0,0,-1,0
0,532,532,0,0,-1,0
0,536,536,0,0,-1,0
0,540,540,0,0,-1,0
0,544,544,0,0,-1,0
0,548,548,0,0,-1,0
0,552,552,0,0,-1,0
0,556,556,0,0,-1,0
0,560,560,0,0,-1,0
0,564,564,0,0,-1,0
0,568,568,0,0,-1,0
0,572,572,0,0,-1,0
0,576,576,0,0,-1,0
0,580,580,0,0,-1,0
0,584,584,0,0,-1,0
0,588,588,0,0,-1,0
0,592,592,0,0,-1,0
0,596,596,0,0,-1,0
0,600,600,0,0,-1,0
0,604,604,0,0,-1,0
0,608,608,0,0,-1,0
0,612,612,0,0,-1,0
0,616,616,0,0,-1,0
0,620,620,0,0,-1,0
0,624,624,0,0,-1,0
0,628,628,0,0,-1,0
0,632,632,0,0,-1,0
0,636,636,0,0,-1,0
0,640,640,0,0,-1,0
0,644,644,0,0,-1,0
0,648,648,0,0,-1,0
0,652,652,0,0,-1,0
0,656,656,0,0,-1,0
0,660,660,0,0,-1,0
0,664,664,0,0,-1,0
0,668,668,0,0,-1,0
0,672,672,0,0,-1,0
0,676,676,0,0,-1,0
0,680,680,0,0,-1,0
0,684,684,0,0,-1,0
0,688,688,0,0,-1,0
0,692,692,0,0,-1,0
0,696,696,0,0,-1,0
0,700,700,0,0,-1,0
0,704,704,0,0,-1,0
0,708,708,0,0,-1,0
0,712,712,0,0,-1,0
0,716,716,0,0,-1,0
0,720,720,0,0,-1,0
0,724,724,0,0,-1,0
0,728,728,0,0,-1,0
0,732,732,0,0,-1,0
0,736,736,0,0,-1,0
0,740,740,0,0,-1,0
0,744,744,0,0,-1,0
0,748,748,0,0,-1,0
0,752,752,0,0,-1,0
0,756,756,0,0,-1,0
0,760,760,0,0,-1,0
0,764,764,0,0,-1,0
0,768,768,0,0,-1,0
0,772,772,0,0,-1,0
0,776,776,0,0,-1,0
0,780,780,0,0,-1,0
0,784,784,0,0,-1,0
0,788,788,0,0,-1,0
0,792,792,0,0,-1,0
0,796,796,0,0,-1,0
0,800,800,0,0,-1,0
0,804,804,0,0,-1,0
0,808,808,0,0,-1,0
0,812,812,0,0,-1,0
0,816,816,0,0,-1,0
0,820,820,0,0,-1,0
0,824,824,0,0,-1,0
0,828,828,0,0,-1,0
0,832,832,0,0,-1,0
0,836,836,0,0,-1,0
0,840,840,0,0,-1,0
0,844,844,0,0,-1,0
0,848,848,0,0,-1,0
0,852,852,0,0,-1,0
0,856,856,0,0,-1,0
0,860,860,0,0,-1,0
0,864,864,0,0,-1,0
0,868,868,0,0,-1,0
0,872,872,0,0,-1,0
0,876,876,0,0,-1,0
0,880,880,0,0,-1,0
0,884,884,0,0,-1,0
0,888,888,0,0,-1,0
0,892,892,0,0,-1,0
0,896,896,0,0,-1,0
0,900,900,0,0,-1,0
0,904,904,0,0,-1,0
0,908,908,0,0,-1,0
0,912,912,0,0,-1,0
0,916,916,0,0,-1,0
0,920,920,0,0,-1,0
0,924,924,0,0,-1,0
0,928,928,0,0,-1,0
0,932,932,0,0,-1,0
0,936,936,0,0,-1,0
0,940,940,0,0,-1,0
0,944,944,0,0,-1,0
0,948,948,0,0,-1,0
0,952,952,0,0,-1,0
0,956,956,0,0,-1,0
0,960,960,0,0,-1,0
0,964,964,0,0,-1,0
0,968,968,0,0,-1,0
0,972,972,0,0,-1,0
0,976,976,0,0,-1,0
0,980,980,0,0,-1,0
0,984,984,0,0,-1,0
0,988,988,0,0,-1,0
0,992,992,0,0,-1,0
0,996,996,0,0,-1,0
0,1000,1000,0,0,-1,0
0,1004,1004,0,0,-1,0
0,1008,1008,0,0,-1,0
0,1012,1012,0,0,-1,0
0,1016,1016,0,0,-1,0
0,1020,1020,0,0,-1,0
0,1024,1024,0,0,-1,0
0,1028,1028,0,0,-1,0
0,1032,1032,0,0,-1,0
0,1036,1036,0,0,-1,0
0,1040,1040,0,0,-1,0
0,1044,1044,0,0,-1,0
0,1048,1048,0,0,-1,0
0,1052,1052,0,0,-1,0
0,1056,1056,0,0,-1,0
0,1060,1060,0,0,-1,0
0,1064,1064,0,0,-1,0
0,1068,1068,0,0,-1,0
0,1072,1072,0,0,-1,0
0,1076,1076,0,0,-1,0
0,1080,1080,0,0,-1,0
0,1084,1084,0,0,-1,0
0,1088,1088,0,0,-1,0
0,1092,1092,0,0,-1,0
0,1096,1096,0,0,-1,0
0,1100,1100,0,0,-1,0
0,1104,1104,0,0,-1,0
0,1108,1108,0,0,-1,0
0,1112,1112,0,0,-1,0
0,1116,1116,0,0,-1,0
0,1120,1120,0,0,-1,0
0,1124,1124,0,0,-1,0
0,1128,1128,0,0,-1,0
0,1132,1132,0,0,-1,0
0,1136,1136,0,0,-1,0
0,1140,1140,0,0,-1,0
0,1144,1144,0,0,-1,0
0,1148,1148,0,0,-1,0
0,1152,1152,0,0,-1,0
0,1156,1156,0,0,-1,0
0,1160,1160,0,0,-1,0
0,1164,1164,0,0,-1,0
0,1168,1168,0,0,-1,0
0,1172,1172,0,0,-1,0
0,1176,1176,0,0,-1,0
0,1180,1180,0,0,-1,0
0,1184,1184,0,0,-1,0
0,1188,1188,0,0,-1,0
0,1192,1192,0,0,-1,0
0,1196,1196,0,0,-1,0
0,1200,1200,0,0,-1,0
0,1204,1204,0,0,-1,0
0,1208,1208,0,0,-1,0
0,1212,1212,0,0,-1,0
0,1216,1216,0,0,-1,0
0,1220,1220,0,0,-1,0
0,1224,1224,0,0,-1,0
0,1228,1228,0,0,-1,0
0,1232,1232,0,0,-1,0
0,1236,1236,0,0,-1,0
0,1240,1240,0,0,-1,0
0,1244,1244,0,0,-1,0
0,1248,1248,0,0,-1,0
0,1252,1252,0,0,-1,0
0,1256,1256,0,0,-1,0
0,1260,1260,0,0,-1,0
0,1264,1264,0,0,-1,0
0,1268,1268,0,0,-1,0
0,1272,1272,0,0,-1,0
0,1276,1276,0,0,-1,0
0,1280,1280,0,0,-1,0
0,1284,1284,0,0,-1,0
0,1288,1288,0,0,-1,0
0,1292,1292,0,0,-1,0
0,1296,1296,0,0,-1,0
0,1300,1300,0,0,-1,0
0,1304,1304,0,0,-1,0
0,1308,1308,0,0,-1,0
0,1312,1312,0,0,-1,0
0,1316,1316,0,0,-1,0
0,1320,1320,0,0,-1,0
0,1324,1324,0,0,-1,0
0,1328,1328,0,0,-1,0
0,1332,1332,0,0,-1,0
0,1336,1336,0,0,-1,0
0,1340,1340,0,0,-1,0
0,1344,1344,0,0,-1,0
0,1348,1348,0,0,-1,0
0,1352,1352,0,0,-1,0
0,1356,1356,0,0,-1,0
0,1360,1360,0,0,-1,0
0,1364,1364,0,0,-1,0
0,1368,1368,0,0,-1,0
0,1372,1372,0,0,-1,0
0,1376,1376,0,0,-1,0
0,1380,1380,0,0,-1,0
0,1384,1384,0,0,-1,0
0,1388,1388,0,0,-1,0
0,1392,1392,0,0,-1,0
0,1396,1396,0,0,-1,0
0,1400,1400,0,0,-1,0
0,1404,1404,0,0,-1,0
0,1408,1408,0,0,-1,0
0,1412,1412,0,0,-1,0
0,1416,1416,0,0,-1,0
0,1420,1420,0,0,-1,0
0,1424,1424,0,0,-1,0
0,1428,1428,0,0,-1,0
0,1432,1432,0,0,-1,0
0,1436,1436,0,0,-1,0
0,1440,1440,0,0,-1,0
0,1444,1444,0,0,-1,0
0,1448,1448,0,0,-1,0
0,1452,1452,0,0,-1,0
0,1456,1456,0,0,-1,0
0,1460,1460,0,0,-1,0
0,1464,1464,0,0,-1,0
0,1468,1468,0,0,-1,0
0,1472,1472,0,0,-1,0
0,1476,1476,0,0,-1,0
0,1480,1480,0,0,-1,0
0,1484,1484,0,0,-1,0
0,1488,1488,0,0,-1,0
0,1492,1492,0,0,-1,0
0,1496,1496,0,0,-1,0
0,1500,1500,0,0,-1,0
0,1504,1504,0,0,-1,0
0,1508,1508,0,0,-1,0
0,1512,1512,0,0,-1,0
0,1516,1516,0,0,-1,0
0,1520,1520,0,0,-1,0
0,1524,1524,0,0,-1,0
0,1528,1528,0,0,-1,0
0,1532,1532,0,0,-1,0
0,1536,1536,0,0,-1,0
0,1540,1540,0,0,-1,0
0,1544,1544,0,0,-1,0
0,1548,1548,0,0,-1,0
0,1552,1552,0,0,-1,0
0,1556,1556,0,0,-1,0
0,1560,1560,0,0,-1,0
0,1564,1564,0,0,-1,0
0,1568,1568,0,0,-1,0
0,1572,1572,0,0,-1,0
0,1576,1576,0,0,-1,0
0,1580,1580,0,0,-1,0
0,1584,1584,0,0,-1,0
0,1588,1588,0,0,-1,0
0,1592,1592,0,0,-1,0
0,1596,1596,0,0,-1,0
0,1600,1600,0,0,-1,0
0,1604,1604,0,0,-1,0
0,1608,1608,0,0,-1,0
0,1612,1612,0,0,-1,0
0,1616,1616,0,0,-1,0
0,1620,1620,0,0,-1,0
0,1624,1624,0,0,-1,0
0,1628,1628,0,0,-1,0
0,1632,1632,0,0,-1,0
0,1636,1636,0,0,-1,0
0,1640,1640,0,0,-1,0
0,1644,1644,0,0,-1,0
0,1648,1648,0,0,-1,0
0,1652,1652,0,0,-1,0
0,1656,1656,0,0,-1,0
0,1660,1660,0,0,-1,0
0,1664,1664,0,0,-1,0
0,1668,1668,0,0,-1,0
0,1672,1672,0,0,-1,0
0,1676,1676,0,0,-1,0
0,1680,1680,0,0,-1,0
0,1684,1684,0,0,-1,0
0,1688,1688,0,0,-1,0
0,1692,1692,0,0,-1,0
0,1696,1696,0,0,-1,0
0,1700,1700,0,0,-1,0
0,1704,1704,0,0,-1,0
0,1708,1708,0,0,-1,0
0,1712,1712,0,0,-1,0
0,1716,1716,0,0,-1,0
0,1720,1720,0,0,-1,0
0,1724,1724,0,0,-1,0
0,1728,1728,0,0,-1,0
0,1732,1732,0,0,-1,0
0,1736,1736,0,0,-1,0
0,1740,1740,0,0,-1,0
0,1744,1744,0,0,-1,0
0,1748,1748,0,0,-1,0
0,1752,1752,0,0,-1,0
0,1756,1756,0,0,-1,0
0,1760,1760,0,0,-1,0
0,1764,1764,0,0,-1,0
0,1768,1768,0,0,-1,0
0,1772,1772,0,0,-1,0
0,1776,1776,0,0,-1,0
0,1780,1780,0,0,-1,0
0,1784,1784,0,0,-1,0
0,1788,1788,0,0,-1,0
0,1792,1792,0,0,-1,0
0,1796,1796,0,0,-1,0
0,1800,1800,0,0,-1,0
0,1804,1804,0,0,-1,0
0,1808,1808,0,0,-1,0
0,1812,1812,0,0,-1,0
0,1816,1816,0,0,-1,0
0,1820,1820,0,0,-1,0
0,1824,1824,0,0,-1,0
0,1828,1828,0,0,-1,0
0,1832,1832,0,0,-1,0
0,1836,1836,0,0,-1,0
0,1840,1840,0,0,-1,0
0,1844,1844,0,0,-1,0
0,1848,1848,0,0,-1,0
0,1852,1852,0,0,-1,0
0,1856,1856,0,0,-1,0
0,1860,1860,0,0,-1,0
0,1864,1864,0,0,-1,0
0,1868,1868,0,0,-1,0
0,1872,1872,0,0,-1,0
0,1876,1876,0,0,-1,0
0,1880,1880,0,0,-1,0
0,1884,1884,0,0,-1,0
0,1888,1888,0,0,-1,0
0,1892,1892,0,0,-1,0
0,1896,1896,0,0,-1,0
0,1900,1900,0,0,-1,0
0,1904,1904,0,0,-1,0
0,1908,1908,0,0,-1,0
0,1912,1912,0,0,-1,0
0,1916,1916,0,0,-1,0
0,1920,1920,0,0,-1,0
0,1924,1924,0,0,-1,0
0,1928,1928,0,0,-1,0
0,1932,1932,0,0,-1,0
0,1936,1936,0,0,-1,0
0,1940,1940,0,0,-1,0
0,1944,1944,0,0,-1,0
0,1948,1948,0,0,-1,0
0,1952,1952,0,0,-1,0
0,1956,1956,0,0,-1,0
0,1960,1960,0,0,-1,0
0,1964,1964,0,0,-1,0
0,1968,1968,0,0,-1,0
0,1972,1972,0,0,-1,0
0,1976,1976,0,0,-1,0
0,1980,1980,0,0,-1,0
0,1984,1984,0,0,-1,0
0,1988,1988,0,0,-1,0
0,1992,1992,0,0,-1,0
0,1996,1996,0,0,-1,0
0,2000,2000,0,0,-1,0
0,2004,2004,0,0,-1,0
0,2008,2008,0,0,-1,0
0,2012,2012,0,0,-1,0
0,2016,2016,0,0,-1,0
0,2020,2020,0,0,-1,0
0,2024,2024,0,0,-1,0
0,2028,2028,0,0,-1,0
0,2032,2032,0,0,-1,0
0,2036,2036,0,0,-1,0
0,2040,2040,0,0,-1,0
0,2044,2044,0,0,-1,0
0,2048,2048,0,0,-1,0
0,2052,2052,0,0,-1,0
0,2056,2056,0,0,-1,0
0,2060,2060,0,0,-1,0
0,2064,2064,0,0,-1,0
0,2068,2068,0,0,-1,0
0,2072,2072,0,0,-1,0
0,2076,2076,0,0,-1,0
0,2080,2080,0,0,-1,0
0,2084,2084,0,0,-1,0
0,2088,2088,0,0,-1,0
0,2092,2092,0,0,-1,0
0,2096,2096,0,0,-1,0
0,2100,2100,0,0,-1,0
0,2104,2104,0,0,-1,0
0,2108,2108,0,0,-1,0
0,2112,2112,0,0,-1,0
0,2116,2116,0,0,-1,0
0,2120,2120,0,0,-1,0
0,2124,2124,0,0,-1,0
0,2128,2128,0,0,-1,0
0,2132,2132,0,0,-1,0
0,2136,2136,0,0,-1,0
0,2140,2140,0,0,-1,0
0,2144,2144,0,0,-1,0
0,2148,2148,0,0,-1,0
0,2152,2152,0,0,-1,0
0,2156,2156,0,0,-1,0
0,2160,2160,0,0,-1,0
0,2164,2164,0,0,-1,0
0,2168,2168,0,0,-1,0
0,2172,2172,0,0,-1,0
0,2176,2176,0,0,-1,0
0,2180,2180,0,0,-1,0
0,2184,2184,0,0,-1,0
0,2188,2188,0,0,-1,0
0,2192,2192,0,0,-1,0
0,2196,2196,0,0,-1,0
0,2200,2200,0,0,-1,0
0,2204,2204,0,0,-1,0
0,2208,2208,0,0,-1,0
0,2212,2212,0,0,-1,0
0,2216,2216,0,0,-1,0
0,2220,2220,0,0,-1,0
0,2224,2224,0,0,-1,0
0,2228,2228,0,0,-1,0
0,2232,2232,0,0,-1,0
0,2236,2236,0,0,-1,0
0,2240,2240,0,0,-1,0
0,2244,2244,0,0,-1,0
0,2248,2248,0,0,-1,0
0,2252,2252,0,0,-1,0
0,2256,2256,0,0,-1,0
0,2260,2260,0,0,-1,0
0,2264,2264,0,0,-1,0
0,2268,2268,0,0,-1,0
0,2272,2272,0,0,-1,0
0,2276,2276,0,0,-1,0
0,2280,2280,0,0,-1,0
0,2284,2284,0,0,-1,0
0,2288,2288,0,0,-1,0
0,2292,2292,0,0,-1,0
0,2296,2296,0,0,-1,0
0,2300,2300,0,0,-1,0
0,2304,2304,0,0,-1,0
0,2308,2308,0,0,-1,0
0,2312,2312,0,0,-1,0
0,2316,2316,0,0,-1,0
0,2320,2320,0,0,-1,0
0,2324,2324,0,0,-1,0
0,2328,2328,0,0,-1,0
0,2332,2332,0,0,-1,0
0,2336,2336,0,0,-1,0
0,2340,2340,0,0,-1,0
0,2344,2344,0,0,-1,0
0,2348,2348,0,0,-1,0
0,2352,2352,0,0,-1,0
0,2356,2356,0,0,-1,0
0,2360,2360,0,0,-1,0
0,2364,2364,0,0,-1,0
0,2368,2368,0,0,-1,0
0,2372,2372,0,0,-1,0
0,2376,2376,0,0,-1,0
0,2380,2380,0,0,-1,0
0,2384,2384,0,0,-1,0
0,2388,2388,0,0,-1,0
0,2392,2392,0,0,-1,0
0,2396,2396,0,0,-1,0
0,2400,2400,0,0,-1,0
0,2404,2404,0,0,-1,0
0,2408,2408,0,0,-1,0
0,2412,2412,0,0,-1,0
0,2416,2416,0,0,-1,0
0,2420,2420,0,0,-1,0
0,2424,2424,0,0,-1,0
0,2428,2428,0,0,-1,0
0,2432,2432,0,0,-1,0
0,2436,2436,0,0,-1,0
0,2440,2440,0,0,-1,0
0,2444,2444,0,0,-1,0
0,2448,2448,0,0,-1,0
0,2452,2452,0,0,-1,0
0,2456,2456,0,0,-1,0
0,2460,2460,0,0,-1,0
0,2464,2464,0,0,-1,0
0,2468,2468,0,0,-1,0
0,2472,2472,0,0,-1,0
0,2476,2476,0,0,-1,0
0,2480,2480,0,0,-1,0
0,2484,2484,0,0,-1,0
0,2488,2488,0,0,-1,0
0,2492,2492,0,0,-1,0
0,2496,2496,0,0,-1,0
0,2500,2500,0,0,-1,0
0,2504,2504,0,0,-1,0
0,2508,2508,0,0,-1,0
0,2512,2512,0,0,-1,0
0,2516,2516,0,0,-1,0
0,2520,2520,0,0,-1,0
0,2524,2524,0,0,-1,0
0,2528,2528,0,0,-1,0
0,2532,2532,0,0,-1,0
0,2536,2536,0,0,-1,0
0,2540,2540,0,0,-1,0
0,2544,2544,0,0,-1,0
0,2548,2548,0,0,-1,0
0,2552,2552,0,0,-1,0
0,2556,2556,0,0,-1,0
0,2560,2560,0,0,-1,0
0,2564,2564,0,0,-1,0
0,2568,2568,0,0,-1,0
0,2572,2572,0,0,-1,0
0,2576,2576,0,0,-1,0
0,2580,2580,0,0,-1,0
0,2584,2584,0,0,-1,0
0,2588,2588,0,0,-1,0
0,2592,2592,0,0,-1,0
0,2596,2596,0,0,-1,0
0,2600,2600,0,0,-1,0
0,2604,2604,0,0,-1,0
0,2608,2608,0,0,-1,0
0,2612,2612,0,0,-1,0
0,2616,2616,0,0,-1,0
0,2620,2620,0,0,-1,0
0,2624,2624,0,0,-1,0
0,2628,2628,0,0,-1,0
0,2632,2632,0,0,-1,0
0,2636,2636,0,0,-1,0
0,2640,2640,0,0,-1,0
0,2644,2644,0,0,-1,0
0,2648,2648,0,0,-1,0
0,2652,2652,0,0,-1,0
0,2656,2656,0,0,-1,0
0,2660,2660,0,0,-1,0
0,2664,2664,0,0,-1,0
0,2668,2668,0,0,-1,0
0,2672,2672,0,0,-1,0
0,2676,2676,0,0,-1,0
0,2680,2680,0,0,-1,0
0,2684,2684,0,0,-1,0
0,2688,2688,0,0,-1,0
0,2692,2692,0,0,-1,0
0,2696,2696,0,0,-1,0
0,2700,2700,0,0,-1,0
0,2704,2704,0,0,-1,0
0,2708,2708,0,0,-1,0
0,2712,2712,0,0,-1,0
0,2716,2716,0,0,-1,0
0,2720,2720,0,0,-1,0
0,2724,2724,0,0,-1,0
0,2728,2728,0,0,-1,0
0,2732,2732,0,0,-1,0
0,2736,2736,0,0,-1,0
0,2740,2740,0,0,-1,0
0,2744,2744,0,0,-1,0
0,2748,2748,0,0,-1,0
0,2752,2752,0,0,-1,0
0,2756,2756,0,0,-1,0
0,2760,2760,0,0,-1,0
0,2764,2764,0,0,-1,0
0,2768,2768,0,0,-1,0
0,2772,2772,0,0,-1,0
0,2776,2776,0,0,-1,0
0,2780,2780,0,0,-1,0
0,2784,2784,0,0,-1,0
0,2788,2788,0,0,-1,0
0,2792,2792,0,0,-1,0
0,2796,2796,0,0,-1,0
0,2800,2800,0,0,-1,0
0,2804,2804,0,0,-1,0
0,2808,2808,0,0,-1,0
0,2812,2812,0,0,-1,0
0,2816,2816,0,0,-1,0
0,2820,2820,0,0,-1,0
0,2824,2824,0,0,-1,0
0,2828,2828,0,0,-1,0
0,2832,2832,0,0,-1,0
0,2836,2836,0,0,-1,0
0,2840,2840,0,0,-1,0
0,2844,2844,0,0,-1,0
0,2848,2848,0,0,-1,0
0,2852,2852,0,0,-1,0
0,2856,2856,0,0,-1,0
0,2860,2860,0,0,-1,0
0,2864,2864,0,0,-1,0
0,2868,2868,0,0,-1,0
0,2872,2872,0,0,-1,0
0,2876,2876,0,0,-1,0
0,2880,2880,0,0,-1,0
0,2884,2884,0,0,-1,0
0,2888,2888,0,0,-1,0
0,2892,2892,0,0,-1,0
0,2896,2896,0,0,-1,0
0,2900,2900,0,0,-1,0
0,2904,2904,0,0,-1,0
0,2908,2908,0,0,-1,0
0,2912,2912,0,0,-1,0
0,2916,2916,0,0,-1,0
0,2920,2920,0,0,-1,0
0,2924,2924,0,0,-1,0
0,2928,2928,0,0,-1,0
0,2932,2932,0,0,-1,0
0,2936,2936,0,0,-1,0
0,2940,2940,0,0,-1,0
0,2944,2944,0,0,-1,0
0,2948,2948,0,0,-1,0
0,2952,2952,0,0,-1,0
0,2956,2956,0,0,-1,0
0,2960,2960,0,0,-1,0
0,2964,2964,0,0,-1,0
0,2968,2968,0,0,-1,0
0,2972,2972,0,0,-1,0
0,2976,2976,0,0,-1,0
0,2980,2980,0,0,-1,0
0,2984,2984,0,0,-1,0
0,2988,2988,0,0,-1,0
0,2992,2992,0,0,-1,0
0,2996,2996,0,0,-1,0
0,3000,3000,0,0,-1,0
0,3004,3004,0,0,-1,0
0,3008,3008,0,0,-1,0
0,3012,3012,0,0,-1,0
0,3016,3016,0,0,-1,0
0,3020,3020,0,0,-1,0
0,3024,3024,0,0,-1,0
0,3028,3028,0,0,-1,0
0,3032,3032,0,0,-1,0
0,3036,3036,0,0,-1,0
0,3040,3040,0,0,-1,0
0,3044,3044,0,0,-1,0
0,3048,3048,0,0,-1,0
0,3052,3052,0,0,-1,0
0,3056,3056,0,0,-1,0
0,3060,3060,0,0,-1,0
0,3064,3064,0,0,-1,0
0,3068,3068,0,0,-1,0
0,3072,3072,0,0,-1,0
0,3076,3076,0,0,-1,0
0,3080,3080,0,0,-1,0
0,3084,3084,0,0,-1,0
0,3088,3088,0,0,-1,0
0,3092,3092,0,0,-1,0
0,3096,3096,0,0,-1,0
0,3100,3100,0,0,-1,0
0,3104,3104,0,0,-1,0
0,3108,3108,0,0,-1,0
0,3112,3112,0,0,-1,0
0,3116,3116,0,0,-1,0
0,3120,3120,0,0,-1,0
0,3124,3124,0,0,-1,0
0,3128,3128,0,0,-1,0
0,3132,3132,0,0,-1,0
0,3136,3136,0,0,-1,0
0,3140,3140,0,0,-1,0
0,3144,3144,0,0,-1,0
0,3148,3148,0,0,-1,0
0,3152,3152,0,0,-1,0
0,3156,3156,0,0,-1,0
0,3160,3160,0,0,-1,0
0,3164,3164,0,0,-1,0
0,3168,3168,0,0,-1,0
0,3172,3172,0,0,-1,0
0,3176,3176,0,0,-1,0
0,3180,3180,0,0,-1,0
0,3184,3184,0,0,-1,0
0,3188,3188,0,0,-1,0
0,3192,3192,0,0,-1,0
0,3196,3196,0,0,-1,0
0,3200,3200,0,0,-1,0
0,3204,3204,0,0,-1,0
0,3208,3208,0,0,-1,0
0,3212,3212,0,0,-1,0
0,3216,3216,0,0,-1,0
0,3220,3220,0,0,-1,0
0,3224,3224,0,0,-1,0
0,3228,3228,0,0,-1,0
0,3232,3232,0,0,-1,0
0,3236,3236,0,0,-1,0
0,3240,3240,0,0,-1,0
0,3244,3244,0,0,-1,0
0,3248,3248,0,0,-1,0
0,3252,3252,0,0,-1,0
0,3256,3256,0,0,-1,0
0,3260,3260,0,0,-1,0
0,3264,3264,0,0,-1,0
0,3268,3268,0,0,-1,0
0,3272,3272,0,0,-1,0
0,3276,3276,0,0,-1,0
0,3280,3280,0,0,-1,0
0,3284,3284,0,0,-1,0
0,3288,3288,0,0,-1,0
0,3292,3292,0,0,-1,0
0,3296,3296,0,0,-1,0
0,3300,3300,0,0,-1,0
0,3304,3304,0,0,-1,0
0,3308,3308,0,0,-1,0
0,3312,3312,0,0,-1,0
0,3316,3316,0,0,-1,0
0,3320,3320,0,0,-1,0
0,3324,3324,0,0,-1,0
0,3328,3328,0,0,-1,0
0,3332,3332,0,0,-1,0
0,3336,3336,0,0,-1,0
0,3340,3340,0,0,-1,0
0,3344,3344,0,0,-1,0
0,3348,3348,0,0,-1,0
0,3352,3352,0,0,-1,0
0,3356,3356,0,0,-1,0
0,3360,3360,0,0,-1,0
0,3364,3364,0,0,-1,0
0,3368,3368,0,0,-1,0
0,3372,3372,0,0,-1,0
0,3376,3376,0,0,-1,0
0,3380,3380,0,0,-1,0
0,3384,3384,0,0,-1,0
